id,Name,openingTime
1746,Sorin's,"Mon, Thurs 6 am - 11:30 pm / Tues 7:45 am - 2:30 pm / Weds 5 am - 10:15 am / Fri 3 pm - 7:30 pm / Sat 1:45 pm - 2:45 am / Sun 1:15 pm - 12:30 pm"
1747,Temper Grille,"Mon - Tues, Thurs 6:15 am - 3:45 pm / Weds 4:30 pm - 6:15 pm / Fri 8:15 am - 9:45 am / Sat 8:15 am - 5 pm / Sun 1:15 pm - 8 pm"
1748,Iaria's Italian Restaurant,"Mon 5:15 pm - 11:15 pm / Tues, Sat 10:45 am - 3:45 am / Weds 5:30 pm - 6 pm / Thurs 2:30 pm - 11:30 pm / Fri 5:45 pm - 6 pm / Sun 9:15 am - 2:30 am"
1749,Courses Restaurant,"Mon, Thurs 6:30 am - 4:45 pm / Tues 6:15 am - 5 pm / Weds 1:45 pm - 2:45 pm / Fri 6 am - 6:15 pm / Sat 5 am - 12:15 pm / Sun 12:45 pm - 12 pm"
1750,Oceanaire Seafood Room - Indianapolis,Mon 6:15 am - 2:30 am / Tues - Weds 7 am - 3:45 pm / Thurs - Fri 4:15 pm - 6:30 pm / Sat 10:15 am - 10:30 pm / Sun 5:45 pm - 11:45 pm
1751,La Margarita Restaurant & Bar,"Mon 10:45 am - 1:15 pm / Tues, Sun 5:15 pm - 6:15 pm / Weds 7:45 am - 3:15 pm / Thurs 7:30 am - 8:30 pm / Fri 4:15 pm - 1:45 am / Sat 9:15 am - 10 pm"
1752,Mediterra,"Mon 10 am - 3 pm / Tues 11 am - 3:45 pm / Weds, Fri 12 pm - 10:30 pm / Thurs 5:15 pm - 11:15 pm / Sat 1:30 pm - 9 pm / Sun 12 pm - 7 pm"
1753,Cerulean - Indianapolis,Sun - Mon 10:30 am - 12 pm / Tues 1:30 pm - 8:15 pm / Weds - Thurs 10:30 am - 12:15 pm / Fri 2:45 pm - 7 pm / Sat 4:15 pm - 11:30 pm
1754,Daddy Jack's Restaurant & Bar,Mon - Tues 2:15 pm - 3:15 am / Weds 3 pm - 7:15 pm / Thurs - Fri 5:45 pm - 3:30 am / Sat 7:45 am - 9 pm / Sun 2:15 pm - 7:45 pm
1755,Capri Italian Restaurant - Granger,"Mon, Weds 4 pm - 9 pm / Tues, Fri - Sat 5 pm - 10:30 pm / Thurs 2:30 pm - 10:45 pm / Sun 6:15 am - 2:45 am"
1756,Matt the Miller's Tavern - Carmel,Mon - Weds 6:15 am - 9:30 am / Thurs 5:15 pm - 8 pm / Fri 11:30 am - 2 am / Sat 10:45 am - 2 am / Sun 1 pm - 2:45 pm
1757,Augustino's Italian Restaurant,"Mon 10:45 am - 11:30 am / Tues 2 pm - 4:45 pm / Weds, Sat 5:15 am - 10:45 am / Thurs 2:30 pm - 2:15 am / Fri 9:30 am - 1:15 pm / Sun 6 am - 3:30 pm"
1758,Zing Japanese Fusion,Sun - Tues 1 pm - 1:15 am / Weds 5:30 am - 12:15 pm / Thurs 5:45 pm - 11:45 pm / Fri 8:45 am - 2:45 pm / Sat 7:15 am - 12 pm
1759,Yesterday's Food & Spirits,Mon - Tues 5:45 pm - 1:45 am / Weds - Thurs 9:45 am - 1:30 pm / Fri 12:45 pm - 5:15 pm / Sat 7 am - 10:30 pm / Sun 8:30 am - 3:45 am
1760,Skyline Club,Mon 4:30 pm - 12:45 pm / Tues - Weds 10:15 am - 8 pm / Thurs 2 pm - 12:15 pm / Fri 12:30 pm - 8:45 pm / Sat 2:30 pm - 11:15 pm / Sun 10:15 am - 2 pm
1761,Almost Home Restaurant,"Mon, Thurs 7:15 am - 3:45 am / Tues, Sun 8 am - 1:30 am / Weds 7:15 am - 3:15 am / Fri 1:15 pm - 8:15 pm / Sat 7:15 am - 3 am"
1762,Bistro 310,"Mon 7 am - 8:45 pm / Tues 6 am - 4:15 pm / Weds 1:30 pm - 7 pm / Thurs, Sun 7:15 am - 4:45 pm / Fri 8 am - 10:15 am / Sat 9 am - 11 am"
1763,Siam Thai Restaurant,"Mon 6:30 am - 8:15 am / Tues 4:15 pm - 12:15 pm / Weds, Sat 4:30 pm - 8:45 pm / Thurs - Fri 7:30 am - 9:30 am / Sun 10 am - 11 am"
1764,Latitude 360 Indianapolis,"Mon, Weds 2:45 pm - 2 am / Tues, Thurs 6:15 am - 11:45 am / Fri 3:15 pm - 3:45 am / Sat 7:30 am - 1:30 am / Sun 11:15 am - 4 pm"
1765,The Libertine Liquor Bar,Mon 6:30 am - 10:30 pm / Tues 1:15 pm - 7:45 pm / Weds 8:15 am - 9 am / Thurs 12:15 pm - 1 pm / Fri 9:45 am - 5:45 pm / Sat 9:45 am - 4:30 pm / Sun 6:30 am - 1 pm
1766,Tavern on South,"Mon - Tues, Thurs 11 am - 6:45 pm / Weds 4:30 pm - 8:45 pm / Fri 9:15 am - 10 am / Sat 5 pm - 11:30 pm / Sun 5:45 am - 10:15 am"
1767,Cobblestone Grill,"Mon, Sat 3 pm - 4:15 pm / Tues 6 am - 7 pm / Weds 11:45 am - 8:15 pm / Thurs 3:30 pm - 9 pm / Fri 9 am - 11 am / Sun 3 pm - 10:30 pm"
1768,Corner Wine Bar,Mon 10:15 am - 11:15 am / Tues - Fri 11:30 am - 2:45 pm / Sat 8:15 am - 2:30 pm / Sun 5:30 am - 1:30 am
1769,J. Razzo's 2,"Mon - Tues, Fri 3:30 pm - 11:15 pm / Weds 2:45 pm - 7:45 pm / Thurs 7:45 am - 1 pm / Sat 4 pm - 11:15 pm / Sun 10:15 am - 10:15 pm"
1770,J. Razzo's,"Mon, Fri 1:15 pm - 1:30 am / Tues - Weds 3:45 pm - 5 pm / Thurs 4 pm - 7:15 pm / Sat 7:30 am - 5:15 pm / Sun 3 pm - 11 pm"
1771,High Velocity - Indianapolis,"Mon 11 am - 12:15 pm / Tues - Weds, Fri 6:30 am - 4 pm / Thurs 4 pm - 1:30 am / Sat - Sun 5:15 pm - 7:30 pm"
1772,Pearl Bistro,Mon 9 am - 12:45 pm / Tues - Weds 11:30 am - 3:15 pm / Thurs 11:45 am - 9:15 pm / Fri 1:15 pm - 12:45 pm / Sat 2:15 pm - 2:15 am / Sun 12:30 pm - 10:30 pm
1773,OAKLEYS bistro,"Mon, Sat 11:30 am - 2 pm / Tues, Fri 4:45 pm - 9:45 pm / Weds 6 am - 9:30 am / Thurs 2 pm - 3:45 am / Sun 3:45 pm - 9:15 pm"
1774,Matteo's Ristorante Italiano,"Mon, Sat 5 am - 4:45 pm / Tues 9:45 am - 10:45 am / Weds 1:30 pm - 4:30 pm / Thurs 8:45 am - 2:15 pm / Fri 5 pm - 8:30 pm / Sun 5:30 am - 3 am"
1775,Market Table - The Alexander,"Mon, Weds 2 pm - 11:45 pm / Tues, Sun 5 am - 7:15 pm / Thurs 10:45 am - 7:30 pm / Fri 11 am - 12 pm / Sat 8:30 am - 7 pm"
1776,Peterson's,"Mon, Weds 9:15 am - 10:45 am / Tues 1 pm - 5:15 pm / Thurs - Sat 5:30 pm - 10:45 pm / Sun 12 pm - 11:15 pm"
1777,Cerulean - Winona Lake,"Sun - Mon, Thurs 2:15 pm - 5 pm / Tues 12:45 pm - 12 pm / Weds 7:30 am - 8:45 pm / Fri 2:30 pm - 9:15 pm / Sat 3 pm - 11 pm"
1778,Carmela's at Macri's,"Mon, Fri 9:30 am - 1:15 pm / Tues - Weds 11:45 am - 8 pm / Thurs, Sun 12:15 pm - 3:15 am / Sat 4:45 pm - 12:45 pm"
1779,Parkside Seafood House - Oyster Bar,Mon - Tues 2:15 pm - 12:45 pm / Weds 3:30 pm - 11:30 pm / Thurs 2 pm - 6:45 pm / Fri 7 am - 1:45 am / Sat - Sun 7:45 am - 2 am
1780,Champions Indianapolis,Sun - Weds 11:30 am - 8:30 pm / Thurs 2:15 pm - 3:30 am / Fri 4:30 pm - 5:45 pm / Sat 11:15 am - 2:45 pm
1781,Fujiyama Steak House of Japan,"Mon - Tues 2:15 pm - 3:15 am / Weds 5:15 pm - 3 am / Thurs, Sun 7 am - 8:15 am / Fri 9 am - 4:30 pm / Sat 11:15 am - 9:30 pm"
1782,The Emporium,"Mon, Thurs 10 am - 8:30 pm / Tues 12:15 pm - 2:30 am / Weds 8:15 am - 3:15 am / Fri 6 am - 10 am / Sat 11 am - 9:15 pm / Sun 7:45 am - 2:30 pm"
1783,The Greek Islands Restaurant,"Mon 2:15 pm - 12:30 pm / Tues 2:15 pm - 1:45 am / Weds, Sun 7 am - 8 pm / Thurs - Fri 4:15 pm - 8 pm / Sat 12 pm - 3:15 am"
1784,The Local Eatery & Pub,"Mon - Tues 8:15 am - 7:45 pm / Weds, Sat 10:15 am - 12 pm / Thurs 1:15 pm - 8:45 pm / Fri 6 am - 4 pm / Sun 5:45 am - 10:30 am"
1785,Cafe Navarre,"Mon, Thurs, Sat 5:30 am - 3:30 am / Tues - Weds 4:30 pm - 10 pm / Fri, Sun 5:15 am - 2:45 am"
1786,Buca di Beppo - Greenwood,"Mon, Fri - Sat 2:15 pm - 3:45 pm / Tues - Weds 4 pm - 8:30 pm / Thurs 5:45 pm - 11 pm / Sun 12:30 pm - 10:30 pm"
1787,The Jungle Restaurant,Mon 10:15 am - 10:15 pm / Tues - Weds 9 am - 1:30 am / Thurs 11 am - 5 pm / Fri 10:15 am - 11:45 pm / Sat 10:30 am - 10 pm / Sun 10:45 am - 2 pm
1788,A. Michael's,Mon - Weds 12 pm - 2:45 am / Thurs 3:45 pm - 7 pm / Fri 4 pm - 2:45 am / Sat 3:30 pm - 12 pm / Sun 2:30 pm - 11:15 pm
1789,Dawson's Too - Sticks & Stones,"Mon - Tues, Thurs 8:45 am - 1:30 pm / Weds 5:30 pm - 11 pm / Fri 8:15 am - 10:45 am / Sat 9 am - 12 pm / Sun 3:15 pm - 2 am"
1790,Benihana - Indianapolis,Mon 10:45 am - 2:30 am / Tues 5:15 pm - 12 pm / Weds 7:30 am - 7:45 pm / Thurs 9:15 am - 3:45 pm / Fri 12:30 pm - 12 pm / Sat 1:15 pm - 7:15 pm / Sun 3:15 pm - 4:15 pm
1791,The Gas House,Mon - Tues 5:30 am - 2:15 am / Weds - Thurs 9:30 am - 11:30 am / Fri 5:45 pm - 10:45 pm / Sat 3:30 pm - 1 am / Sun 9 am - 11:45 pm
1792,Agaves Mexican Grill,"Mon 7:15 am - 12:15 pm / Tues, Sun 3 pm - 3 am / Weds 11:45 am - 1:45 am / Thurs 11:30 am - 7:45 pm / Fri 11:30 am - 11 pm / Sat 10:45 am - 11 pm"
1793,The Mark Dine & Tap,Mon - Tues 5:45 am - 10:15 am / Weds 7:45 am - 12 pm / Thurs - Fri 3:15 pm - 2:30 am / Sat 8:45 am - 4:15 pm / Sun 5 am - 11:45 pm
1794,Grindstone Charley's - Kokomo,"Mon 11:15 am - 8:30 pm / Tues, Fri 2:45 pm - 12:30 pm / Weds - Thurs 2:15 pm - 4:15 pm / Sat - Sun 11:30 am - 3:45 am"
1795,Parky's Smokehouse,Sun - Mon 10:15 am - 5:15 pm / Tues 11:15 am - 1:30 pm / Weds 8 am - 2:45 am / Thurs 8:15 am - 8 pm / Fri 2 pm - 3 pm / Sat 5:15 am - 3:45 pm
1796,La Scala Italian Restaurant,"Mon - Tues, Sat 8:15 am - 4:15 pm / Weds - Thurs 9:15 am - 4:15 pm / Fri 7 am - 3 pm / Sun 5 am - 6 am"
1797,Arni's Greenwood,Mon 8 am - 1 pm / Tues 5:15 pm - 12:15 pm / Weds 1 pm - 8:45 pm / Thurs 9:30 am - 5:15 pm / Fri 2:45 pm - 1 am / Sat 6:45 am - 12:30 pm / Sun 5:45 pm - 1 am
1798,La Torre Mexican Grill,"Mon 5:30 pm - 12:45 pm / Tues 7:45 am - 2:30 am / Weds 3:45 pm - 10:45 pm / Thurs 9:30 am - 6 pm / Fri, Sun 6 am - 11:30 am / Sat 10:15 am - 1:15 pm"
1799,Topo's 403,Mon 6 am - 3 am / Tues 7 am - 3:45 pm / Weds 5:30 am - 8:45 am / Thurs - Fri 3:15 pm - 1:45 am / Sat 12:15 pm - 7:15 pm / Sun 5:45 am - 9:45 am
1800,Charleston's Restaurant - Castleton,Mon 2:30 pm - 2 am / Tues 11:30 am - 1:30 pm / Weds 4 pm - 2:30 am / Thurs 12:30 pm - 3:15 am / Fri 11:30 am - 5 pm / Sat 5:45 am - 7:30 pm / Sun 2:15 pm - 6 pm
1801,Stone Creek - Zionsville,"Mon 8:15 am - 2:30 am / Tues, Fri 12 pm - 2:15 pm / Weds 8:45 am - 3:45 pm / Thurs, Sat 7:15 am - 12:45 pm / Sun 5:15 am - 10 pm"
1802,Buca di Beppo - Castleton Square,Mon 12 pm - 4:15 pm / Tues - Weds 12:30 pm - 1:45 am / Thurs 5:45 am - 11:30 pm / Fri 1:30 pm - 3:15 pm / Sat 5:45 am - 3:15 am / Sun 6:45 am - 6:45 pm
1803,Harry & Izzy's - Northside,Mon 7:45 am - 9 pm / Tues 12:45 pm - 2 am / Weds 11:45 am - 3 pm / Thurs - Fri 8:45 am - 2:30 pm / Sat 5:30 pm - 7 pm / Sun 11:30 am - 8:45 pm
1804,Historic Broadway Hotel & Tavern,Mon 5:30 am - 4 pm / Tues 5:15 pm - 8 pm / Weds 8:45 am - 2:45 pm / Thurs 1:15 pm - 1:45 am / Fri 9:30 am - 1 pm / Sat 2:30 pm - 10:30 pm / Sun 3:15 pm - 3 am
1805,TW Fable,Mon - Weds 7:15 am - 12:45 pm / Thurs 5:30 pm - 7:15 pm / Fri 5:15 am - 1:45 pm / Sat 3:30 pm - 7:15 pm / Sun 5:30 pm - 8:45 pm
1806,Club Soda,"Mon 9:30 am - 5 pm / Tues 9 am - 9 pm / Weds, Sun 8:45 am - 10 am / Thurs - Fri 8 am - 11:15 am / Sat 3:45 pm - 1:30 am"
1807,Rock Bottom Brewery - Indianapolis,"Mon 2:30 pm - 12:15 pm / Tues 9:15 am - 4 pm / Weds 5 pm - 3:30 am / Thurs, Sat 3:45 pm - 3:45 am / Fri 10 am - 2:15 pm / Sun 8:15 am - 5:30 pm"
1808,LaSalle Grill,"Mon, Fri - Sat 12:45 pm - 2:30 pm / Tues, Thurs 11 am - 4:45 pm / Weds 4:30 pm - 1 am / Sun 8 am - 9:30 pm"
1809,Chapman's Restaurant,"Mon, Thurs - Fri 2 pm - 8:45 pm / Tues - Weds 3:30 pm - 12:15 pm / Sat 5:15 pm - 7:45 pm / Sun 11 am - 6:15 pm"
1810,Vera Mae's Bistro,"Mon, Sat 8:45 am - 3 pm / Tues 5:45 am - 11:15 pm / Weds, Fri 11 am - 10:30 pm / Thurs 8:30 am - 11:15 pm / Sun 10:30 am - 3:45 am"
1811,Iozzo's Garden of Italy,"Mon 8:30 am - 6:45 pm / Tues 12:15 pm - 4:30 pm / Weds 7:15 am - 5 pm / Thurs - Fri, Sun 9 am - 3 pm / Sat 3:45 pm - 9:30 pm"
1812,Steakhouse at Indiana Grand Racing & Casino,"Mon 1:15 pm - 4 pm / Tues - Weds 5:15 pm - 11 pm / Thurs, Sat 9:45 am - 8:30 pm / Fri 3:30 pm - 4 pm / Sun 12:30 pm - 2:30 am"
1813,Arni's Restaurant River Ridge,Mon 10:30 am - 7:15 pm / Tues 7:45 am - 11:15 pm / Weds - Thurs 6 am - 9 pm / Fri 11:45 am - 2:45 pm / Sat 6:45 am - 3 pm / Sun 9:30 am - 7:45 pm
1814,Chef Mike's Charcoal Grill,Mon 9:45 am - 6 pm / Tues 5:15 am - 11:30 am / Weds - Fri 9 am - 6:45 pm / Sat 8:15 am - 2 pm / Sun 2 pm - 11 pm
1815,Mesh Restaurant,"Mon, Thurs 3:15 pm - 3:15 am / Tues 1 pm - 2:15 pm / Weds 8:15 am - 5:45 pm / Fri 11:45 am - 1:15 am / Sat 6:15 am - 7:30 pm / Sun 6:15 am - 10 am"
1816,Noah Grant's Grill House and Oyster Bar,"Mon, Sat 7:15 am - 11:45 am / Tues, Thurs 4:15 pm - 7 pm / Weds 11:30 am - 2:15 pm / Fri 10:15 am - 2:15 pm / Sun 10:45 am - 5:15 pm"
1817,Hour Time,"Mon 1 pm - 9:30 pm / Tues, Sat - Sun 4:15 pm - 5:15 pm / Weds - Thurs 11:30 am - 6 pm / Fri 5:30 am - 2 am"
1818,Osteria Pronto,"Mon 11:45 am - 3:30 pm / Tues, Sat - Sun 9:45 am - 6:45 pm / Weds 6:45 am - 9:30 pm / Thurs 5 pm - 7:45 pm / Fri 12:45 pm - 2:30 pm"
1819,Canal Bistro - Mediterranean Grill,"Mon 11:30 am - 10:15 pm / Tues, Fri 7 am - 2:15 pm / Weds 3 pm - 7 pm / Thurs, Sun 6:45 am - 1 am / Sat 2 pm - 8:45 pm"
1820,FARMbloomington,"Mon, Thurs - Fri 4 pm - 1 am / Tues - Weds 1:30 pm - 8 pm / Sat 2:30 pm - 6:15 pm / Sun 11 am - 8:15 pm"
1821,Ciao By Villaggio,"Mon, Weds 1 pm - 7:30 pm / Tues 9:30 am - 6:45 pm / Thurs 6:45 am - 7:45 pm / Fri 5:45 am - 8:45 pm / Sat 1:30 pm - 7:45 pm / Sun 11 am - 6:15 pm"
1822,The Class Act,Mon - Tues 3:30 pm - 1:45 am / Weds - Thurs 3:45 pm - 8 pm / Fri 5 am - 5:30 pm / Sat 11 am - 12:15 pm / Sun 4:15 pm - 3:15 am
1823,Formosa,Mon 2 pm - 5:45 pm / Tues - Weds 5:30 am - 7 am / Thurs 8:15 am - 4:45 pm / Fri 2:45 pm - 8:15 pm / Sat 4:45 pm - 10:15 pm / Sun 7:15 am - 12:30 pm
1824,Vinny Vanucchi's 'Little Italy' - Dubuque,"Mon 10:30 am - 10:15 pm / Tues 5:30 am - 10:45 pm / Weds, Sat 11:30 am - 10:30 pm / Thurs 7:30 am - 10:45 pm / Fri 10:45 am - 3:30 pm / Sun 5:15 pm - 10 pm"
1825,Joseph's Steakhouse of Iowa City,Mon 12:30 pm - 12:30 pm / Tues 5:45 pm - 7:30 pm / Weds 9:15 am - 2 pm / Thurs - Fri 9:45 am - 7:15 pm / Sat 8 am - 6:15 pm / Sun 11:45 am - 7:15 pm
1826,Django Restaurant,Mon 2:15 pm - 3 pm / Tues - Weds 10:45 am - 6:45 pm / Thurs 5:15 pm - 7:45 pm / Fri 2:15 pm - 1:45 am / Sat 6:15 am - 2 am / Sun 12:15 pm - 10:45 pm
1827,Main + Abbey - Hard Rock Hotel & Casino Sioux City,"Mon 5:30 pm - 6:15 pm / Tues, Sun 4 pm - 7:30 pm / Weds 10:30 am - 9:45 pm / Thurs, Sat 2:45 pm - 3 pm / Fri 4:30 pm - 6:15 pm"
1828,Centro Restaurant,Mon 6:30 am - 3 am / Tues 1:30 pm - 2:30 am / Weds 3 pm - 2:15 am / Thurs 7:15 am - 7:15 pm / Fri 11 am - 7:45 pm / Sat 9 am - 3:15 am / Sun 8:15 am - 11:30 am
1829,The Iowa Chop House,"Mon - Tues, Thurs 4 pm - 1:30 am / Weds 10 am - 11:45 am / Fri 9 am - 6:45 pm / Sat 5:30 am - 10:15 am / Sun 5:45 am - 7 am"
1830,Barley & Rye,"Mon 4:30 pm - 5:30 pm / Tues, Thurs 7 am - 11:30 am / Weds 7 am - 4:30 pm / Fri 9:30 am - 9 pm / Sat 3:15 pm - 10:30 pm / Sun 10:45 am - 1 am"
1831,Givanni's,"Mon 2:30 pm - 11:45 pm / Tues 11:30 am - 12:15 pm / Weds, Fri 9:15 am - 12:30 pm / Thurs 7 am - 9 am / Sat 1 pm - 10:45 pm / Sun 11 am - 3:15 am"
1832,801 Chophouse – Des Moines,"Mon, Weds 11 am - 3:15 am / Tues 3:15 pm - 5:45 pm / Thurs 5:15 pm - 11:45 pm / Fri 9:15 am - 2:45 pm / Sat 3:30 pm - 6:30 pm / Sun 7:30 am - 1:30 am"
1833,Raccoon River Brewing Company,Mon 5:45 pm - 3:45 am / Tues 10:15 am - 10:45 pm / Weds 9:30 am - 12 pm / Thurs 3:15 pm - 8 pm / Fri 2:30 pm - 10:45 pm / Sat 5:15 am - 6:45 am / Sun 11:45 am - 1:15 pm
1834,Malo,Mon 9 am - 12:30 pm / Tues - Weds 5:15 am - 11:15 am / Thurs 7:15 am - 6:30 pm / Fri 4:45 pm - 12 pm / Sat 8 am - 1:15 am / Sun 6:45 am - 5:15 pm
1835,Splash Seafood Bar and Grill,"Sun - Mon 12:45 pm - 4:15 pm / Tues, Sat 4:30 pm - 6:45 pm / Weds 5:30 pm - 11:30 pm / Thurs 2 pm - 1:45 am / Fri 5:15 pm - 10:45 pm"
1836,350 First - Doubletree Hilton,Mon 8:30 am - 1:30 pm / Tues 5 pm - 10:15 pm / Weds 8:15 am - 6:15 pm / Thurs 1:15 pm - 2:15 am / Fri 5:45 pm - 7:30 pm / Sat 9:15 am - 8 pm / Sun 1:30 pm - 7:45 pm
1837,Red Crow Grille,Mon 4:30 pm - 3:30 am / Tues - Weds 7 am - 10:45 pm / Thurs 6:30 am - 8:45 am / Fri 5:30 pm - 12 pm / Sat 12:15 pm - 2:30 pm / Sun 5:30 am - 3 am
1838,Woodfire Grille at Diamond Jo - Northwood,"Mon - Tues 10:15 am - 1:15 pm / Weds 5:45 am - 8:45 pm / Thurs, Sat 2:45 pm - 3 am / Fri 12 pm - 4 pm / Sun 10:15 am - 12:45 pm"
1839,Louie's Wine Dive - Des Moines,"Mon 3:30 pm - 9 pm / Tues, Fri 10:45 am - 6:15 pm / Weds 12:45 pm - 3 am / Thurs 4:30 pm - 9:15 pm / Sat 11 am - 12 pm / Sun 5:45 pm - 1 am"
1840,Woodfire Grille at Diamond Jo - Dubuque,Mon - Tues 1:45 pm - 12 pm / Weds 7:30 am - 11:45 pm / Thurs 8:30 am - 11:30 pm / Fri 10:30 am - 12:30 pm / Sat 9:30 am - 12:15 pm / Sun 6:30 am - 10:30 pm
1841,DJ's Steakhouse-Jumers Casino and Hotel,"Mon, Weds 5:15 am - 2:45 pm / Tues, Thurs - Fri 5:45 am - 7:15 pm / Sat 8 am - 6:15 pm / Sun 5:30 am - 2 am"
1842,The Gramercy Tap,"Mon 7:30 am - 5 pm / Tues 9:30 am - 2:45 pm / Weds - Thurs, Sun 10 am - 2:30 am / Fri 5:15 am - 1:15 am / Sat 5:30 pm - 1:15 am"
1843,Fleming's Steakhouse - Des Moines,"Mon 12:30 pm - 3:45 am / Tues - Weds, Sun 2:30 pm - 10:15 pm / Thurs 1:15 pm - 5:15 pm / Fri 11:45 am - 7:15 pm / Sat 4:45 pm - 12:45 pm"
1844,Bass Street Chop House,"Mon 10:45 am - 10:15 pm / Tues 8:30 am - 10 pm / Weds 7:30 am - 9:45 pm / Thurs 10:15 am - 3 am / Fri, Sun 5:15 am - 12 pm / Sat 11:45 am - 10 pm"
1845,Americana - Des Moines,Mon 5:30 am - 8:45 pm / Tues - Weds 7 am - 7:30 pm / Thurs - Fri 4:45 pm - 10:15 pm / Sat 11 am - 2:15 am / Sun 10 am - 2:45 am
1846,Main Street Steak and Chop House,Sun - Tues 12:15 pm - 3:15 am / Weds 8:45 am - 11:15 am / Thurs - Sat 12:30 pm - 5:30 pm
1847,Mezzodi's,"Mon 5:15 pm - 7:45 pm / Tues 11 am - 12:15 pm / Weds, Sat 9:45 am - 10:45 am / Thurs 5:45 am - 8 am / Fri 3 pm - 7:45 pm / Sun 10:45 am - 1 am"
1848,L. May Eatery,"Mon, Fri 11 am - 4:45 pm / Tues 5:30 am - 2:30 pm / Weds, Sun 11 am - 8:15 pm / Thurs 11:45 am - 9:45 pm / Sat 3:15 pm - 4:15 pm"
1849,Takanami,"Mon 8:15 am - 12:15 pm / Tues 2 pm - 8:30 pm / Weds, Fri 7 am - 2:15 pm / Thurs 3:30 pm - 3:15 am / Sat 5 am - 3:30 am / Sun 2:45 pm - 3:45 am"
1850,Restauration,"Mon, Fri 6:30 am - 3:30 pm / Tues 3:30 pm - 2:15 am / Weds 5:15 pm - 12:45 pm / Thurs 4 pm - 3:45 am / Sat 1 pm - 2:15 am / Sun 3 pm - 9:30 pm"
1851,Zins Restaurant,"Mon, Fri - Sat 5:30 am - 10 pm / Tues 7 am - 9:30 pm / Weds 4:30 pm - 2:45 am / Thurs 5:15 pm - 1:30 am / Sun 8 am - 3 am"
1852,Pizzeria Caldera,Mon - Tues 12:45 pm - 10:15 pm / Weds 7:45 am - 3:30 pm / Thurs 8:15 am - 5:45 pm / Fri 12:30 pm - 7:45 pm / Sat 5 am - 8:30 pm / Sun 12:30 pm - 1:30 pm
1853,The Restaurant at The Cakebread Ranch Wyoming,"Mon 11:15 am - 6:15 pm / Tues, Thurs 5:30 am - 8:15 pm / Weds 1:15 pm - 12:30 pm / Fri 10:30 am - 6:45 pm / Sat 7:15 am - 5:15 pm / Sun 8:30 am - 5:30 pm"
1854,Rendezvous Bistro,"Mon - Tues, Fri 8:30 am - 9 am / Weds 4:15 pm - 12 pm / Thurs 8:30 am - 9 pm / Sat 5:30 pm - 3:15 am / Sun 5:15 pm - 12:30 pm"
1855,Wild Sage @ The Rusty Parrot Lodge,"Sun - Mon, Fri 5:45 am - 7:15 pm / Tues 10:30 am - 2:15 am / Weds 5:30 pm - 7:15 pm / Thurs 5:15 pm - 10 pm / Sat 11 am - 3:45 am"
1856,The Handle Bar,"Mon 2:30 pm - 6 pm / Tues - Weds 10:45 am - 2:30 pm / Thurs, Sat 2:15 pm - 3:30 am / Fri 7:45 am - 7:45 pm / Sun 3 pm - 6 pm"
1857,Alpenrose at the Alpenhof Lodge,"Mon - Tues, Thurs 12 pm - 1:30 pm / Weds 12:15 pm - 4:45 pm / Fri 6:45 am - 4:45 pm / Sat 3 pm - 3:30 am / Sun 10:45 am - 1:15 pm"
1858,Firenze Italian Steakhouse,"Mon - Tues, Fri 11:30 am - 3 pm / Weds - Thurs 7:45 am - 11:30 am / Sat 2:30 pm - 3:30 am / Sun 5:15 am - 10:30 am"
1859,Frackeltons,Mon 11 am - 12:45 pm / Tues - Weds 8:30 am - 12:45 pm / Thurs 5:45 pm - 1 am / Fri 5 am - 8:15 pm / Sat 1:15 pm - 2:30 pm / Sun 3:30 pm - 6:30 pm
1860,Couloir,"Mon - Tues, Sat 4:30 pm - 5:45 pm / Weds - Thurs 5:30 am - 9:30 am / Fri 5:45 pm - 2:15 am / Sun 12:45 pm - 6:15 pm"
1861,Il Villaggio Osteria,"Mon 1:30 pm - 5:30 pm / Tues, Thurs 1:15 pm - 10:45 pm / Weds 12:30 pm - 7:15 pm / Fri 5:45 pm - 6 pm / Sat 1 pm - 7:45 pm / Sun 9:45 am - 11 am"
1862,Trio An American Bistro,Mon 8 am - 1:30 am / Tues 11 am - 9:30 pm / Weds 12 pm - 5:45 pm / Thurs 2:45 pm - 7:45 pm / Fri 6:15 am - 5:45 pm / Sat 12:15 pm - 3:45 pm / Sun 6 am - 12:30 pm
1863,Silver Dollar Grill,Mon - Tues 1:15 pm - 1:15 am / Weds 3:15 pm - 11:45 pm / Thurs - Fri 9:30 am - 2 am / Sat - Sun 3 pm - 3:15 am
1864,The White Buffalo Club,"Mon 7 am - 5:15 pm / Tues, Thurs 3:45 pm - 12:30 pm / Weds 1:30 pm - 8:30 pm / Fri - Sat 7:30 am - 3:30 am / Sun 8:30 am - 7 pm"
1865,Q Roadhouse,Mon - Tues 5:15 am - 6:15 pm / Weds 4:45 pm - 3:45 am / Thurs - Fri 10 am - 4:15 pm / Sat 6:15 am - 8:45 am / Sun 9 am - 10:30 pm
1866,Westbank Grill @ Four Seasons Jackson Hole,"Mon, Thurs 4 pm - 8:15 pm / Tues 3:45 pm - 1:30 am / Weds 7:15 am - 8:45 am / Fri - Sun 2 pm - 9:30 pm"
